GWH ID	Wu ID	IHSM SDB ID
GWHTABKE000421	Yangtao2018332	Aveca01vR1g04210.1
GWHTABKE000422	Yangtao2018331	Aveca01vR1g04220.1
GWHTABKE000423	Yangtao2018330	Aveca01vR1g04230.1
GWHTABKE000424	Yangtao2018329	Aveca01vR1g04240.1
GWHTABKE000425	Yangtao2018328	Aveca01vR1g04250.1
GWHTABKE000426	Yangtao2018327	Aveca01vR1g04260.1
GWHTABKE000427	Yangtao2018326	Aveca01vR1g04270.1
GWHTABKE000428	Yangtao2018325	Aveca01vR1g04280.1
GWHTABKE000429	Yangtao2018324	Aveca01vR1g04290.1
GWHTABKE000430	Yangtao2018323	Aveca01vR1g04300.1
GWHTABKE000431	Yangtao2018322	Aveca01vR1g04310.1
GWHTABKE000432	Yangtao2018321	Aveca01vR1g04320.1
GWHTABKE000433	Yangtao2018320	Aveca01vR1g04330.1
GWHTABKE000434	Yangtao2018319	Aveca01vR1g04340.1
GWHTABKE000435	Yangtao2018318	Aveca01vR1g04350.1
GWHTABKE000436	Yangtao2018317	Aveca01vR1g04360.1
GWHTABKE000437	Yangtao2018316	Aveca01vR1g04370.1
GWHTABKE000438	Yangtao2018315	Aveca01vR1g04380.1
GWHTABKE000439	Yangtao2018314	Aveca01vR1g04390.1
GWHTABKE000440	Yangtao2018313	Aveca01vR1g04400.1
GWHTABKE000441	Yangtao2018312	Aveca01vR1g04410.1
GWHTABKE000442	Yangtao2018311	Aveca01vR1g04420.1
GWHTABKE000443	Yangtao2018310	Aveca01vR1g04430.1
GWHTABKE000444	Yangtao2018309	Aveca01vR1g04440.1
GWHTABKE000445	Yangtao2018308	Aveca01vR1g04450.1
GWHTABKE000446	Yangtao2018307	Aveca01vR1g04460.1
GWHTABKE000447	Yangtao2018306	Aveca01vR1g04470.1
GWHTABKE000448	Yangtao2018305	Aveca01vR1g04480.1
GWHTABKE000449	Yangtao2018304	Aveca01vR1g04490.1
GWHTABKE000450	Yangtao2018303	Aveca01vR1g04500.1
GWHTABKE000451	Yangtao2018302	Aveca01vR1g04510.1
GWHTABKE000452	Yangtao2018301	Aveca01vR1g04520.1
GWHTABKE000453	Yangtao2018300	Aveca01vR1g04530.1
GWHTABKE000454	Yangtao2018299	Aveca01vR1g04540.1
GWHTABKE000455	Yangtao2018298	Aveca01vR1g04550.1
GWHTABKE000456	Yangtao2018297	Aveca01vR1g04560.1
GWHTABKE000457	Yangtao2018296	Aveca01vR1g04570.1
GWHTABKE000458	Yangtao2018295	Aveca01vR1g04580.1
GWHTABKE000459	Yangtao2018294	Aveca01vR1g04590.1
GWHTABKE000460	Yangtao2018293	Aveca01vR1g04600.1
GWHTABKE000461	Yangtao2018292	Aveca01vR1g04610.1
GWHTABKE000462	Yangtao2018291	Aveca01vR1g04620.1
GWHTABKE000463	Yangtao2018290	Aveca01vR1g04630.1
GWHTABKE000464	Yangtao2018289	Aveca01vR1g04640.1
GWHTABKE000465	Yangtao2018288	Aveca01vR1g04650.1
GWHTABKE000466	Yangtao2018287	Aveca01vR1g04660.1
GWHTABKE000467	Yangtao2018286	Aveca01vR1g04670.1
GWHTABKE000468	Yangtao2018285	Aveca01vR1g04680.1
GWHTABKE000469	Yangtao2018284	Aveca01vR1g04690.1
GWHTABKE000470	Yangtao2018283	Aveca01vR1g04700.1
GWHTABKE000471	Yangtao2018282	Aveca01vR1g04710.1
GWHTABKE000472	Yangtao2018281	Aveca01vR1g04720.1
GWHTABKE000473	Yangtao2018280	Aveca01vR1g04730.1
GWHTABKE000474	Yangtao2018279	Aveca01vR1g04740.1
GWHTABKE000475	Yangtao2018278	Aveca01vR1g04750.1
GWHTABKE000476	Yangtao2018277	Aveca01vR1g04760.1
GWHTABKE000477	Yangtao2018276	Aveca01vR1g04770.1
GWHTABKE000478	Yangtao2018275	Aveca01vR1g04780.1
GWHTABKE000479	Yangtao2018274	Aveca01vR1g04790.1
GWHTABKE000480	Yangtao2018273	Aveca01vR1g04800.1
GWHTABKE000481	Yangtao2018272	Aveca01vR1g04810.1
GWHTABKE000482	Yangtao2018271	Aveca01vR1g04820.1
GWHTABKE000483	Yangtao2018270	Aveca01vR1g04830.1
GWHTABKE000484	Yangtao2018269	Aveca01vR1g04840.1
GWHTABKE000485	Yangtao2018268	Aveca01vR1g04850.1
GWHTABKE000486	Yangtao2018267	Aveca01vR1g04860.1
GWHTABKE000487	Yangtao2018266	Aveca01vR1g04870.1
GWHTABKE000488	Yangtao2018265	Aveca01vR1g04880.1
GWHTABKE000489	Yangtao2018264	Aveca01vR1g04890.1
GWHTABKE000490	Yangtao2018263	Aveca01vR1g04900.1
GWHTABKE000491	Yangtao2018262	Aveca01vR1g04910.1
GWHTABKE000492	Yangtao2018261	Aveca01vR1g04920.1
GWHTABKE000493	Yangtao2018260	Aveca01vR1g04930.1
GWHTABKE000494	Yangtao2018259	Aveca01vR1g04940.1
GWHTABKE000495	Yangtao2018258	Aveca01vR1g04950.1
GWHTABKE000496	Yangtao2018257	Aveca01vR1g04960.1
GWHTABKE000497	Yangtao2018256	Aveca01vR1g04970.1
GWHTABKE000498	Yangtao2018255	Aveca01vR1g04980.1
GWHTABKE000499	Yangtao2018254	Aveca01vR1g04990.1
GWHTABKE000500	Yangtao2018253	Aveca01vR1g05000.1
GWHTABKE000501	Yangtao2018252	Aveca01vR1g05010.1
GWHTABKE000502	Yangtao2018251	Aveca01vR1g05020.1
GWHTABKE000503	Yangtao2018250	Aveca01vR1g05030.1
GWHTABKE000504	Yangtao2018249	Aveca01vR1g05040.1
GWHTABKE000505	Yangtao2018248	Aveca01vR1g05050.1
GWHTABKE000506	Yangtao2018247	Aveca01vR1g05060.1
GWHTABKE000507	Yangtao2018246	Aveca01vR1g05070.1
GWHTABKE000508	Yangtao2018245	Aveca01vR1g05080.1
GWHTABKE000509	Yangtao2018244	Aveca01vR1g05090.1
GWHTABKE000510	Yangtao2018243	Aveca01vR1g05100.1
GWHTABKE000511	Yangtao2018242	Aveca01vR1g05110.1
GWHTABKE000512	Yangtao2018241	Aveca01vR1g05120.1
GWHTABKE000513	Yangtao2018240	Aveca01vR1g05130.1
GWHTABKE000514	Yangtao2018239	Aveca01vR1g05140.1
GWHTABKE000515	Yangtao2018238	Aveca01vR1g05150.1
GWHTABKE000516	Yangtao2018237	Aveca01vR1g05160.1
GWHTABKE000517	Yangtao2018236	Aveca01vR1g05170.1
GWHTABKE000518	Yangtao2018235	Aveca01vR1g05180.1
GWHTABKE000519	Yangtao2018234	Aveca01vR1g05190.1
GWHTABKE000520	Yangtao2018233	Aveca01vR1g05200.1
GWHTABKE000521	Yangtao2018232	Aveca01vR1g05210.1
GWHTABKE000522	Yangtao2018231	Aveca01vR1g05220.1
GWHTABKE000523	Yangtao2018230	Aveca01vR1g05230.1
GWHTABKE000524	Yangtao2018229	Aveca01vR1g05240.1
GWHTABKE000525	Yangtao2018228	Aveca01vR1g05250.1
GWHTABKE000526	Yangtao2018227	Aveca01vR1g05260.1
GWHTABKE000527	Yangtao2018226	Aveca01vR1g05270.1
GWHTABKE000528	Yangtao2018225	Aveca01vR1g05280.1
GWHTABKE000529	Yangtao2018224	Aveca01vR1g05290.1
GWHTABKE000530	Yangtao2018223	Aveca01vR1g05300.1
GWHTABKE000531	Yangtao2018222	Aveca01vR1g05310.1
GWHTABKE000532	Yangtao2018221	Aveca01vR1g05320.1
GWHTABKE000533	Yangtao2018220	Aveca01vR1g05330.1
GWHTABKE000534	Yangtao2018219	Aveca01vR1g05340.1
GWHTABKE000535	Yangtao2018218	Aveca01vR1g05350.1
GWHTABKE000536	Yangtao2018217	Aveca01vR1g05360.1
GWHTABKE000537	Yangtao2018216	Aveca01vR1g05370.1
GWHTABKE000538	Yangtao2018215	Aveca01vR1g05380.1
GWHTABKE000539	Yangtao2018214	Aveca01vR1g05390.1
GWHTABKE000540	Yangtao2018213	Aveca01vR1g05400.1
GWHTABKE000541	Yangtao2018212	Aveca01vR1g05410.1
GWHTABKE000542	Yangtao2018211	Aveca01vR1g05420.1
GWHTABKE000543	Yangtao2018210	Aveca01vR1g05430.1
GWHTABKE000544	Yangtao2018209	Aveca01vR1g05440.1
GWHTABKE000545	Yangtao2018208	Aveca01vR1g05450.1
GWHTABKE000546	Yangtao2018207	Aveca01vR1g05460.1
GWHTABKE000547	Yangtao2018206	Aveca01vR1g05470.1
GWHTABKE000548	Yangtao2018205	Aveca01vR1g05480.1
GWHTABKE000549	Yangtao2018204	Aveca01vR1g05490.1
GWHTABKE000550	Yangtao2018203	Aveca01vR1g05500.1
GWHTABKE000551	Yangtao2018202	Aveca01vR1g05510.1
GWHTABKE000552	Yangtao2018201	Aveca01vR1g05520.1
GWHTABKE000553	Yangtao2018200	Aveca01vR1g05530.1
GWHTABKE000554	Yangtao2018199	Aveca01vR1g05540.1
GWHTABKE000555	Yangtao2018198	Aveca01vR1g05550.1
GWHTABKE000556	Yangtao2018197	Aveca01vR1g05560.1
GWHTABKE000557	Yangtao2018196	Aveca01vR1g05570.1
GWHTABKE000558	Yangtao2018195	Aveca01vR1g05580.1
GWHTABKE000559	Yangtao2018194	Aveca01vR1g05590.1
GWHTABKE000560	Yangtao2018193	Aveca01vR1g05600.1
GWHTABKE000561	Yangtao2018192	Aveca01vR1g05610.1
GWHTABKE000562	Yangtao2018191	Aveca01vR1g05620.1
GWHTABKE000563	Yangtao2018190	Aveca01vR1g05630.1
GWHTABKE000564	Yangtao2018189	Aveca01vR1g05640.1
GWHTABKE000565	Yangtao2018188	Aveca01vR1g05650.1
GWHTABKE000566	Yangtao2018187	Aveca01vR1g05660.1
GWHTABKE000567	Yangtao2018186	Aveca01vR1g05670.1
GWHTABKE000568	Yangtao2018185	Aveca01vR1g05680.1
GWHTABKE000569	Yangtao2018184	Aveca01vR1g05690.1
GWHTABKE000570	Yangtao2018183	Aveca01vR1g05700.1
GWHTABKE000571	Yangtao2018182	Aveca01vR1g05710.1
GWHTABKE000572	Yangtao2018181	Aveca01vR1g05720.1
GWHTABKE000573	Yangtao2018180	Aveca01vR1g05730.1
GWHTABKE000574	Yangtao2018179	Aveca01vR1g05740.1
GWHTABKE000575	Yangtao2018178	Aveca01vR1g05750.1
GWHTABKE000576	Yangtao2018177	Aveca01vR1g05760.1
GWHTABKE000577	Yangtao2018176	Aveca01vR1g05770.1
GWHTABKE000578	Yangtao2018175	Aveca01vR1g05780.1
GWHTABKE000579	Yangtao2018174	Aveca01vR1g05790.1
GWHTABKE000580	Yangtao2018173	Aveca01vR1g05800.1
GWHTABKE000581	Yangtao2018172	Aveca01vR1g05810.1
GWHTABKE000582	Yangtao2018171	Aveca01vR1g05820.1
GWHTABKE000583	Yangtao2018170	Aveca01vR1g05830.1
GWHTABKE000584	Yangtao2018169	Aveca01vR1g05840.1
GWHTABKE000585	Yangtao2018168	Aveca01vR1g05850.1
GWHTABKE000586	Yangtao2018167	Aveca01vR1g05860.1
GWHTABKE000587	Yangtao2018166	Aveca01vR1g05870.1
GWHTABKE000588	Yangtao2018165	Aveca01vR1g05880.1
GWHTABKE000589	Yangtao2007902	Aveca01vR1g05890.1
GWHTABKE000590	Yangtao2007901	Aveca01vR1g05900.1
GWHTABKE000591	Yangtao2007900	Aveca01vR1g05910.1
GWHTABKE000592	Yangtao2007899	Aveca01vR1g05920.1
GWHTABKE000593	Yangtao2007898	Aveca01vR1g05930.1
GWHTABKE000594	Yangtao2007897	Aveca01vR1g05940.1
GWHTABKE000595	Yangtao2007896	Aveca01vR1g05950.1
GWHTABKE000596	Yangtao2007895	Aveca01vR1g05960.1
GWHTABKE000597	Yangtao2007894	Aveca01vR1g05970.1
GWHTABKE000598	Yangtao2007893	Aveca01vR1g05980.1
GWHTABKE000599	Yangtao2007892	Aveca01vR1g05990.1
GWHTABKE000600	Yangtao2007891	Aveca01vR1g06000.1
GWHTABKE000601	Yangtao2007890	Aveca01vR1g06010.1
GWHTABKE000602	Yangtao2007889	Aveca01vR1g06020.1
GWHTABKE000603	Yangtao2007888	Aveca01vR1g06030.1
GWHTABKE000604	Yangtao2007887	Aveca01vR1g06040.1
GWHTABKE000605	Yangtao2007886	Aveca01vR1g06050.1
GWHTABKE000606	Yangtao2007885	Aveca01vR1g06060.1
GWHTABKE000607	Yangtao2007884	Aveca01vR1g06070.1
GWHTABKE000608	Yangtao2007883	Aveca01vR1g06080.1
GWHTABKE000609	Yangtao2007882	Aveca01vR1g06090.1
GWHTABKE000610	Yangtao2007881	Aveca01vR1g06100.1
GWHTABKE000611	Yangtao2007880	Aveca01vR1g06110.1
GWHTABKE000612	Yangtao2007879	Aveca01vR1g06120.1
GWHTABKE000613	Yangtao2007878	Aveca01vR1g06130.1
GWHTABKE000614	Yangtao2007877	Aveca01vR1g06140.1
GWHTABKE000615	Yangtao2007876	Aveca01vR1g06150.1
GWHTABKE000616	Yangtao2007875	Aveca01vR1g06160.1
GWHTABKE000617	Yangtao2007874	Aveca01vR1g06170.1
GWHTABKE000618	Yangtao2007873	Aveca01vR1g06180.1
GWHTABKE000619	Yangtao2007872	Aveca01vR1g06190.1
GWHTABKE000620	Yangtao2007871	Aveca01vR1g06200.1
GWHTABKE000621	Yangtao2007870	Aveca01vR1g06210.1
GWHTABKE000622	Yangtao2007869	Aveca01vR1g06220.1
GWHTABKE000623	Yangtao2007868	Aveca01vR1g06230.1
GWHTABKE000624	Yangtao2007867	Aveca01vR1g06240.1
GWHTABKE000625	Yangtao2007866	Aveca01vR1g06250.1
GWHTABKE000626	Yangtao2007865	Aveca01vR1g06260.1
GWHTABKE000627	Yangtao2007864	Aveca01vR1g06270.1
GWHTABKE000628	Yangtao2007863	Aveca01vR1g06280.1
GWHTABKE000629	Yangtao2007862	Aveca01vR1g06290.1
GWHTABKE000630	Yangtao2007861	Aveca01vR1g06300.1
GWHTABKE000631	Yangtao2007860	Aveca01vR1g06310.1
GWHTABKE000632	Yangtao2007859	Aveca01vR1g06320.1
GWHTABKE000633	Yangtao2007858	Aveca01vR1g06330.1
GWHTABKE000634	Yangtao2007857	Aveca01vR1g06340.1
GWHTABKE000635	Yangtao2007856	Aveca01vR1g06350.1
GWHTABKE000636	Yangtao2007855	Aveca01vR1g06360.1
GWHTABKE000637	Yangtao2007854	Aveca01vR1g06370.1
GWHTABKE000638	Yangtao2007853	Aveca01vR1g06380.1
GWHTABKE000639	Yangtao2007852	Aveca01vR1g06390.1
GWHTABKE000640	Yangtao2007851	Aveca01vR1g06400.1
GWHTABKE000641	Yangtao2007850	Aveca01vR1g06410.1
GWHTABKE000642	Yangtao2007849	Aveca01vR1g06420.1
GWHTABKE000643	Yangtao2007848	Aveca01vR1g06430.1
GWHTABKE000644	Yangtao2007847	Aveca01vR1g06440.1
GWHTABKE000645	Yangtao2007846	Aveca01vR1g06450.1
GWHTABKE000646	Yangtao2007845	Aveca01vR1g06460.1
GWHTABKE000647	Yangtao2007844	Aveca01vR1g06470.1
GWHTABKE000648	Yangtao2007843	Aveca01vR1g06480.1
GWHTABKE000649	Yangtao2007842	Aveca01vR1g06490.1
GWHTABKE000650	Yangtao2007841	Aveca01vR1g06500.1
GWHTABKE000651	Yangtao2007840	Aveca01vR1g06510.1
GWHTABKE000652	Yangtao2007839	Aveca01vR1g06520.1
GWHTABKE000653	Yangtao2007838	Aveca01vR1g06530.1
GWHTABKE000654	Yangtao2007837	Aveca01vR1g06540.1
GWHTABKE000655	Yangtao2007836	Aveca01vR1g06550.1
GWHTABKE000656	Yangtao2007835	Aveca01vR1g06560.1
GWHTABKE000657	Yangtao2007834	Aveca01vR1g06570.1
GWHTABKE000658	Yangtao2007833	Aveca01vR1g06580.1
GWHTABKE000659	Yangtao2007832	Aveca01vR1g06590.1
GWHTABKE000660	Yangtao2007831	Aveca01vR1g06600.1
GWHTABKE000661	Yangtao2007830	Aveca01vR1g06610.1
GWHTABKE000662	Yangtao2007829	Aveca01vR1g06620.1
GWHTABKE000663	Yangtao2007828	Aveca01vR1g06630.1
GWHTABKE000664	Yangtao2007827	Aveca01vR1g06640.1
GWHTABKE000665	Yangtao2007826	Aveca01vR1g06650.1
GWHTABKE000666	Yangtao2007825	Aveca01vR1g06660.1
GWHTABKE000667	Yangtao2007824	Aveca01vR1g06670.1
GWHTABKE000668	Yangtao2007823	Aveca01vR1g06680.1
GWHTABKE000669	Yangtao2007822	Aveca01vR1g06690.1
GWHTABKE000670	Yangtao2007821	Aveca01vR1g06700.1
GWHTABKE000671	Yangtao2007820	Aveca01vR1g06710.1
GWHTABKE000672	Yangtao2007819	Aveca01vR1g06720.1
GWHTABKE000673	Yangtao2007818	Aveca01vR1g06730.1
GWHTABKE000674	Yangtao2007817	Aveca01vR1g06740.1
GWHTABKE000675	Yangtao2007816	Aveca01vR1g06750.1
GWHTABKE000676	Yangtao2007815	Aveca01vR1g06760.1
GWHTABKE000677	Yangtao2007814	Aveca01vR1g06770.1
GWHTABKE000678	Yangtao2007813	Aveca01vR1g06780.1
GWHTABKE000679	Yangtao2007812	Aveca01vR1g06790.1
GWHTABKE000680	Yangtao2007811	Aveca01vR1g06800.1
GWHTABKE000681	Yangtao2007810	Aveca01vR1g06810.1
GWHTABKE000682	Yangtao2007809	Aveca01vR1g06820.1
GWHTABKE000683	Yangtao2007808	Aveca01vR1g06830.1
GWHTABKE000684	Yangtao2007807	Aveca01vR1g06840.1
GWHTABKE000685	Yangtao2007806	Aveca01vR1g06850.1
GWHTABKE000686	Yangtao2007805	Aveca01vR1g06860.1
GWHTABKE000687	Yangtao2007804	Aveca01vR1g06870.1
GWHTABKE000688	Yangtao2007803	Aveca01vR1g06880.1
GWHTABKE000689	Yangtao2007802	Aveca01vR1g06890.1
GWHTABKE000690	Yangtao2007801	Aveca01vR1g06900.1
GWHTABKE000691	Yangtao2007800	Aveca01vR1g06910.1
GWHTABKE000692	Yangtao2007799	Aveca01vR1g06920.1
GWHTABKE000693	Yangtao2007798	Aveca01vR1g06930.1
GWHTABKE000694	Yangtao2007797	Aveca01vR1g06940.1
GWHTABKE000695	Yangtao2007796	Aveca01vR1g06950.1
GWHTABKE000696	Yangtao2007795	Aveca01vR1g06960.1
GWHTABKE000697	Yangtao2007794	Aveca01vR1g06970.1
GWHTABKE000698	Yangtao2007793	Aveca01vR1g06980.1
GWHTABKE000699	Yangtao2007792	Aveca01vR1g06990.1
GWHTABKE000700	Yangtao2007791	Aveca01vR1g07000.1
GWHTABKE000701	Yangtao2007790	Aveca01vR1g07010.1
GWHTABKE000702	Yangtao2007789	Aveca01vR1g07020.1
GWHTABKE000703	Yangtao2007788	Aveca01vR1g07030.1
GWHTABKE000704	Yangtao2007787	Aveca01vR1g07040.1
GWHTABKE000705	Yangtao2007786	Aveca01vR1g07050.1
GWHTABKE000706	Yangtao2007785	Aveca01vR1g07060.1
GWHTABKE000707	Yangtao2007784	Aveca01vR1g07070.1
GWHTABKE000708	Yangtao2007783	Aveca01vR1g07080.1
GWHTABKE000709	Yangtao2007782	Aveca01vR1g07090.1
GWHTABKE000710	Yangtao2007781	Aveca01vR1g07100.1
GWHTABKE000711	Yangtao2007780	Aveca01vR1g07110.1
GWHTABKE000712	Yangtao2007779	Aveca01vR1g07120.1
GWHTABKE000713	Yangtao2007778	Aveca01vR1g07130.1
GWHTABKE000714	Yangtao2007777	Aveca01vR1g07140.1
GWHTABKE000715	Yangtao2007776	Aveca01vR1g07150.1
GWHTABKE000716	Yangtao2007775	Aveca01vR1g07160.1
GWHTABKE000717	Yangtao2007774	Aveca01vR1g07170.1
GWHTABKE000718	Yangtao2007773	Aveca01vR1g07180.1
GWHTABKE000719	Yangtao2007772	Aveca01vR1g07190.1
GWHTABKE000720	Yangtao2007771	Aveca01vR1g07200.1
GWHTABKE000721	Yangtao2007770	Aveca01vR1g07210.1
GWHTABKE000722	Yangtao2007769	Aveca01vR1g07220.1
GWHTABKE000723	Yangtao2007768	Aveca01vR1g07230.1
GWHTABKE000724	Yangtao2007767	Aveca01vR1g07240.1
GWHTABKE000725	Yangtao2007766	Aveca01vR1g07250.1
GWHTABKE000726	Yangtao2007765	Aveca01vR1g07260.1
GWHTABKE000727	Yangtao2007764	Aveca01vR1g07270.1
GWHTABKE000728	Yangtao2007763	Aveca01vR1g07280.1
GWHTABKE000729	Yangtao2007762	Aveca01vR1g07290.1
GWHTABKE000730	Yangtao2007761	Aveca01vR1g07300.1
GWHTABKE000731	Yangtao2007760	Aveca01vR1g07310.1
GWHTABKE000732	Yangtao2007759	Aveca01vR1g07320.1
GWHTABKE000733	Yangtao2007758	Aveca01vR1g07330.1
GWHTABKE000734	Yangtao2007757	Aveca01vR1g07340.1
GWHTABKE000735	Yangtao2007756	Aveca01vR1g07350.1
GWHTABKE000736	Yangtao2007755	Aveca01vR1g07360.1
GWHTABKE000737	Yangtao2007754	Aveca01vR1g07370.1
GWHTABKE000738	Yangtao2007753	Aveca01vR1g07380.1
GWHTABKE000739	Yangtao2007752	Aveca01vR1g07390.1
GWHTABKE000740	Yangtao2007751	Aveca01vR1g07400.1
GWHTABKE000741	Yangtao2007750	Aveca01vR1g07410.1
GWHTABKE000742	Yangtao2007749	Aveca01vR1g07420.1
GWHTABKE000743	Yangtao2007748	Aveca01vR1g07430.1
GWHTABKE000744	Yangtao2007747	Aveca01vR1g07440.1
GWHTABKE000745	Yangtao2007746	Aveca01vR1g07450.1
GWHTABKE000746	Yangtao2007745	Aveca01vR1g07460.1
GWHTABKE000747	Yangtao2007744	Aveca01vR1g07470.1
GWHTABKE000748	Yangtao2007743	Aveca01vR1g07480.1
GWHTABKE000749	Yangtao2007742	Aveca01vR1g07490.1
GWHTABKE000750	Yangtao2007741	Aveca01vR1g07500.1
GWHTABKE000751	Yangtao2007740	Aveca01vR1g07510.1
GWHTABKE000752	Yangtao2007739	Aveca01vR1g07520.1
GWHTABKE000753	Yangtao2007738	Aveca01vR1g07530.1
GWHTABKE000754	Yangtao2007737	Aveca01vR1g07540.1
GWHTABKE000755	Yangtao2007736	Aveca01vR1g07550.1
GWHTABKE000756	Yangtao2007735	Aveca01vR1g07560.1
GWHTABKE000757	Yangtao2007734	Aveca01vR1g07570.1
GWHTABKE000758	Yangtao2007733	Aveca01vR1g07580.1
GWHTABKE000759	Yangtao2007732	Aveca01vR1g07590.1
GWHTABKE000760	Yangtao2007731	Aveca01vR1g07600.1
GWHTABKE000761	Yangtao2007730	Aveca01vR1g07610.1
GWHTABKE000762	Yangtao2007729	Aveca01vR1g07620.1
GWHTABKE000763	Yangtao2007728	Aveca01vR1g07630.1
GWHTABKE000764	Yangtao2007727	Aveca01vR1g07640.1
GWHTABKE000765	Yangtao2007726	Aveca01vR1g07650.1
GWHTABKE000766	Yangtao2007725	Aveca01vR1g07660.1
GWHTABKE000767	Yangtao2007724	Aveca01vR1g07670.1
GWHTABKE000768	Yangtao2007723	Aveca01vR1g07680.1
GWHTABKE000769	Yangtao2007722	Aveca01vR1g07690.1
GWHTABKE000770	Yangtao2007721	Aveca01vR1g07700.1
GWHTABKE000771	Yangtao2007720	Aveca01vR1g07710.1
GWHTABKE000772	Yangtao2007719	Aveca01vR1g07720.1
GWHTABKE000773	Yangtao2007718	Aveca01vR1g07730.1
GWHTABKE000774	Yangtao2007717	Aveca01vR1g07740.1
GWHTABKE000775	Yangtao2007716	Aveca01vR1g07750.1
GWHTABKE000776	Yangtao2007715	Aveca01vR1g07760.1
GWHTABKE000777	Yangtao2007714	Aveca01vR1g07770.1
GWHTABKE000778	Yangtao2007713	Aveca01vR1g07780.1
GWHTABKE000779	Yangtao2007712	Aveca01vR1g07790.1
GWHTABKE000780	Yangtao2007711	Aveca01vR1g07800.1
GWHTABKE000781	Yangtao2007710	Aveca01vR1g07810.1
GWHTABKE000782	Yangtao2007709	Aveca01vR1g07820.1
GWHTABKE000783	Yangtao2007708	Aveca01vR1g07830.1
GWHTABKE000784	Yangtao2007707	Aveca01vR1g07840.1
GWHTABKE000785	Yangtao2007706	Aveca01vR1g07850.1
GWHTABKE000786	Yangtao2007705	Aveca01vR1g07860.1
GWHTABKE000787	Yangtao2007704	Aveca01vR1g07870.1
GWHTABKE000788	Yangtao2007703	Aveca01vR1g07880.1
GWHTABKE000789	Yangtao2007702	Aveca01vR1g07890.1
GWHTABKE000790	Yangtao2007701	Aveca01vR1g07900.1
GWHTABKE000791	Yangtao2007700	Aveca01vR1g07910.1
GWHTABKE000792	Yangtao2007699	Aveca01vR1g07920.1
GWHTABKE000793	Yangtao2007698	Aveca01vR1g07930.1
GWHTABKE000794	Yangtao2007697	Aveca01vR1g07940.1
GWHTABKE000795	Yangtao2007695	Aveca01vR1g07950.1
GWHTABKE000796	Yangtao2007696	Aveca01vR1g07960.1
GWHTABKE000797	Yangtao2007694	Aveca01vR1g07970.1
GWHTABKE000798	Yangtao2007693	Aveca01vR1g07980.1
GWHTABKE000799	Yangtao2007692	Aveca01vR1g07990.1
GWHTABKE000800	Yangtao2007691	Aveca01vR1g08000.1
GWHTABKE000801	Yangtao2007690	Aveca01vR1g08010.1
GWHTABKE000802	Yangtao2007689	Aveca01vR1g08020.1
GWHTABKE000803	Yangtao2007688	Aveca01vR1g08030.1
GWHTABKE000804	Yangtao2007687	Aveca01vR1g08040.1
GWHTABKE000805	Yangtao2007686	Aveca01vR1g08050.1
GWHTABKE000806	Yangtao2007685	Aveca01vR1g08060.1
GWHTABKE000807	Yangtao2007684	Aveca01vR1g08070.1
GWHTABKE000808	Yangtao2007683	Aveca01vR1g08080.1
GWHTABKE000809	Yangtao2007682	Aveca01vR1g08090.1
GWHTABKE000810	Yangtao2007681	Aveca01vR1g08100.1
GWHTABKE000811	Yangtao2007680	Aveca01vR1g08110.1
GWHTABKE000812	Yangtao2007679	Aveca01vR1g08120.1
GWHTABKE000813	Yangtao2007678	Aveca01vR1g08130.1
GWHTABKE000814	Yangtao2007677	Aveca01vR1g08140.1
GWHTABKE000815	Yangtao2007676	Aveca01vR1g08150.1
GWHTABKE000816	Yangtao2007675	Aveca01vR1g08160.1
GWHTABKE000817	Yangtao2007674	Aveca01vR1g08170.1
GWHTABKE000818	Yangtao2007673	Aveca01vR1g08180.1
GWHTABKE000819	Yangtao2007672	Aveca01vR1g08190.1
GWHTABKE000820	Yangtao2007671	Aveca01vR1g08200.1
GWHTABKE000821	Yangtao2007670	Aveca01vR1g08210.1
GWHTABKE000822	Yangtao2007669	Aveca01vR1g08220.1
GWHTABKE000823	Yangtao2007668	Aveca01vR1g08230.1
GWHTABKE000824	Yangtao2007667	Aveca01vR1g08240.1
GWHTABKE000825	Yangtao2007666	Aveca01vR1g08250.1
GWHTABKE000826	Yangtao2007665	Aveca01vR1g08260.1
GWHTABKE000827	Yangtao2007664	Aveca01vR1g08270.1
GWHTABKE000828	Yangtao2007663	Aveca01vR1g08280.1
GWHTABKE000829	Yangtao2007662	Aveca01vR1g08290.1
GWHTABKE000830	Yangtao2007661	Aveca01vR1g08300.1
GWHTABKE000831	Yangtao2007660	Aveca01vR1g08310.1
GWHTABKE000832	Yangtao2007659	Aveca01vR1g08320.1
GWHTABKE000833	Yangtao2007658	Aveca01vR1g08330.1
GWHTABKE000834	Yangtao2007657	Aveca01vR1g08340.1
GWHTABKE000835	Yangtao2007656	Aveca01vR1g08350.1
GWHTABKE000836	Yangtao2007655	Aveca01vR1g08360.1
GWHTABKE000837	Yangtao2007654	Aveca01vR1g08370.1
GWHTABKE000838	Yangtao2007653	Aveca01vR1g08380.1
GWHTABKE000839	Yangtao2007652	Aveca01vR1g08390.1
GWHTABKE000840	Yangtao2007651	Aveca01vR1g08400.1
GWHTABKE000841	Yangtao2007650	Aveca01vR1g08410.1
GWHTABKE000842	Yangtao2007649	Aveca01vR1g08420.1
GWHTABKE000843	Yangtao2007648	Aveca01vR1g08430.1
